pathway	pval	padj	ES	NES	nMoreExtreme	size	geneset	type	genes
Heme_metabolism	0.564554561672717	0.818764945916864	0.505406156237219	0.954291597562389	45252	124	h.all	Breast Cancer	CPOX,NFE2L1,SDCBP,SLC6A9,SMOX,PICALM,SLC11A2,ARHGEF12,BLVRA,PRDX2,NUDT4,EPOR,ERMAP,HMBS,LAMP2
Bile_acid_metabolism	0.629841520352469	0.818764945916864	-0.444028829405593	-0.892019160582841	19155	52	h.all	Breast Cancer	RBP1,SOD1,ABCD1,OPTN,RXRA,ALDH9A1
Peroxisome	0.645671453282447	0.818764945916864	0.501553035718214	0.897255573259249	47031	68	h.all	Breast Cancer	CRAT,CLN6,IDH1,IDH2,SIAH1,IDE,YWHAH,ACAA1,PEX5,ABCD3,ACSL5
Spermatogenesis	0.531840093340293	0.818764945916864	0.587367966018842	0.976311123183215	34642	34	h.all	Breast Cancer	JAM3,LPIN1,IDE
KRAS_signaling_dn	0.598291285017944	0.818764945916864	-0.50106356810484	-0.905386176883205	22338	26	h.all	Breast Cancer	LFNG,CCDC106,PDK2,MFSD6
Mitotic_spindle	0.798451974646514	0.887168860718349	0.43123132908397	0.823996676582167	65504	144	h.all	Breast Cancer	LLGL1,NEDD9,FSCN1,OPHN1,FLNB,TUBGCP2,YWHAE,BIN1,ARHGEF12,ARHGEF11,CCDC88A,RALBP1,ABI1,NET1,ARFIP2
Hedgehog_signaling	0.778457728406583	0.887168860718349	0.500062239922059	0.74978444299089	43377	10	h.all	Breast Cancer	OPHN1,NF1
IL2_STAT5_signaling	0.796645810488293	0.887168860718349	0.435880554049768	0.809240916191832	61751	101	h.all	Breast Cancer	FAH,P4HA1,CSF1,NDRG1,PRKCH,CDKN1C,UCK2,FURIN,PLIN2,ALCAM,CDC42SE2,CYFIP1
Interferon_alpha_response	0.848456399580935	0.913915622089899	0.422856619763188	0.76080258752844	62358	72	h.all	Breast Cancer	CSF1,LY6E,SP110,RIPK2,CNP,RNF31,IFITM2
Apical_surface	0.859080684764505	0.913915622089899	0.442544743557773	0.68144447963531	50031	15	h.all	Breast Cancer	APP,EPHB4,ADAM10,ATP8B1
Coagulation	0.886217425264503	0.923143151317191	0.410230085045153	0.719017199505314	62402	56	h.all	Breast Cancer	APOC1,C2,CLU,FURIN,THBD,MSRB2,ANXA1,LAMP2
Estrogen_response_early	0.911555817147342	0.923356775764133	0.393691767323446	0.725516689121947	69692	93	h.all	Breast Cancer	MYBBP1A,PAPSS2,MED24,RBBP8,TIPARP,FASN,FLNB,AKAP1,SCARB1,ARL3,ADD3,PPIF,TMEM164,ESRP2,SVIL,FKBP5,KLF10
PI3K_AKT_MTOR_signaling	0.923356775764133	0.923356775764133	0.389786839971086	0.70392183996035	68272	75	h.all	Breast Cancer	THEM4,CAB39L,TBK1,EIF4E,RPS6KA3,MKNK2,MAPKAP1
TNFA_signaling_via_NFKB	1.43907668839672e-05	0.000130430472732205	-0.527790938563664	-1.96289529440861	0	119	h.all	Cervical Cancer	SERPINE1,DDX58,NFKBIA,SOCS3,SLC2A6,RHOB,DUSP1,ATF3,ICAM1,PANX1,TAP1,RELB,BTG2,CCL5,MYC,EFNA1,DNAJB4,DUSP5,CD44,NFIL3,EIF1,MCL1,SLC2A3,HBEGF,TGIF1,IFIH1,PDE4B,PHLDA1,CD83,EHD1,TLR2,KLF6,IFNGR2,ABCA1,PPP1R15A,IER2,STAT5A,GADD45B,ATP2B1,SIK1,YRDC,FOS,JUNB,ZFP36,PER1,NFKB2,CEBPD,KLF2,PLAUR,B4GALT1,IRF1,KLF4,KLF10,NINJ1,NR4A1,NAMPT,ICOSLG,TNFAIP2
Interferon_alpha_response	1.51226446480961e-05	0.000130430472732205	-0.620398896721266	-2.14047644249641	0	72	h.all	Cervical Cancer	SP110,OAS1,PARP12,IFIT3,TAP1,ADAR,PSMA3,TDRD7,NMI,IFI35,HLA-C,C1S,BST2,TRAFD1,PARP9,IFITM3,GBP2,PSMB9,UBE2L6,MX1,PSME2,IFIH1,IFI30,PROCR,TXNIP,PSMB8,B2M,EIF2AK2,PARP14,STAT2,PSME1,CMPK2,TMEM140,CNP,CASP1,LY6E,LAP3,IRF9,ISG20,SLC25A28,IFITM1,IRF1,LGALS3BP
Interferon_gamma_response	1.41478735746017e-05	0.000130430472732205	-0.557176419492682	-2.10768587272952	0	135	h.all	Cervical Cancer	MT2A,DDX58,NFKBIA,C1R,NUP93,SP110,SOCS3,PARP12,IFIT3,PSMB2,ICAM1,TAP1,SERPING1,ADAR,PSMA3,CCL5,TDRD7,NMI,IFI35,OAS3,C1S,BST2,TRAFD1,TAPBP,PTPN2,IFITM3,OAS2,PSMB9,UBE2L6,MX1,NLRC5,STAT1,HLA-B,PSME2,IFIH1,PDE4B,IFI30,CD86,CMKLR1,HLA-A,TXNIP,SRI,VAMP8,PSMB8,B2M,PML,PSMB10,EIF2AK2,UPP1,PARP14,STAT2,PSME1,CMPK2,VAMP5,CASP1,LY6E,MX2,PTPN6,SECTM1,FGL2,LAP3,IRF9,ISG20,SLC25A28,IRF1,LGALS3BP,IL18BP,NAMPT,PSMA2,APOL6,TNFAIP2,JAK2,IL10RA,IFI44
MYC_targets_v1	1.36969414729691e-05	0.000130430472732205	-0.591125141471261	-2.31154683477184	0	179	h.all	Cervical Cancer	CCT3,MRPL9,HDGF,RAN,PWP1,PSMA6,PSMD14,SNRPD1,PSMD7,SNRPD2,PSMB2,CSTF2,RPS10,RPS3,PSMD8,KPNA2,FBL,SRM,PSMB3,RSL1D1,CLNS1A,MYC,NOP56,TXNL4A,UBE2L3,CCT5,PSMD1,PTGES3,NME1,RANBP1,GOT2,HSPE1,CCT2,RPS5,PSMD3,ILF2,LSM2,EIF2S1,CDK4,PSMC4,EEF1B2,HNRNPU,SNRPD3,LSM7,RNPS1,RPS2,MCM2,EIF4A1,TRIM28,RAD23B,TUFM,SSB,G3BP1,TYMS,POLE3,EIF3B,ERH,SNRPB2,NCBP1,CCT7,HSPD1,HNRNPA1,NDUFAB1,SET,RPL18,PRPF31,PSMA4,STARD7,NAP1L1,XRCC6,NPM1,RRP9,NOP16,RPL6,PSMC6,RUVBL2,PHB2,PHB,PA2G4,SLC25A3,MRPS18B,CCT4,DDX18,NHP2,SF3B3,RPLP0,SNRPG,HNRNPC,PSMA1,PABPC4,U2AF1,PRDX4,SNRPA
MYC_targets_v2	1.56516567278646e-05	0.000130430472732205	-0.665363460568314	-2.15280282937263	0	50	h.all	Cervical Cancer	PES1,IMP4,TCOF1,DCTPP1,NOC4L,SRM,MYC,PUS1,NOP56,WDR74,RCL1,NOP2,HSPE1,PPAN,CDK4,EXOSC5,MRTO4,LAS1L,RABEPK,HSPD1,NPM1,RRP9,NOP16,PHB,PA2G4,GRWD1,DDX18
EMT	1.521861541037e-05	0.000130430472732205	-0.638383311023578	-2.18220510601346	0	68	h.all	Cervical Cancer	BASP1,FSTL3,LGALS1,SERPINE1,ITGA5,FLNA,EMP3,FN1,RHOB,TIMP3,MMP14,IL32,SERPINH1,PVR,WIPF1,LOX,THBS1,BMP1,PLOD3,CD44,ITGB1,CD59,ITGAV,VIM,TPM1,NID2
Allograft_rejection	2.96665480004747e-05	0.000211903914289105	-0.546379904123499	-1.94281699758572	1	87	h.all	Cervical Cancer	FLNA,TAP2,IL2RG,CCND2,ICAM1,TAP1,CCL5,DEGS1,EIF5A,NME1,RPS19,TAPBP,SRGN,ITGB2,GBP2,RPS9,GALNT1,ELF4,STAT1,C2,WAS,MRPL3,CD86,HLA-E,HLA-A,TLR2,CAPG,B2M,PSMB10,SPI1,CD4,NPM1,IFNGR2,RPL39,UBE2N,PTPN6,TRAF2,IL27RA,STAB1,F2R,FGR
Inflammatory_response	7.50502836900724e-05	0.000469064273062952	-0.529254083472077	-1.85367462118308	4	79	h.all	Cervical Cancer	CHST2,SLC31A2,SERPINE1,ITGA5,NFKBIA,EMP3,RHOG,MMP14,ICAM1,BTG2,CCL5,MYC,NMI,PVR,CD14,BST2,TAPBP,HBEGF,PDE4B,CMKLR1,TLR2,SRI,KLF6,CYBB,EIF2AK2,IFNGR2,ABCA1,ATP2B1,LY6E,GNAI3,STAB1,PLAUR,IFITM1,IRF1,NAMPT,ICOSLG,IL10RA,ATP2C1,GNA15,GABBR1,CD40,ATP2A2
Complement	0.000452680305486193	0.00251489058603441	-0.466969049540582	-1.70227736516985	30	103	h.all	Cervical Cancer	CLU,SERPINE1,RABIF,C1R,PPP4C,FN1,USP14,ATOX1,RHOG,MMP14,SERPING1,GRB2,CCL5,STX4,C1S,PFN1,CSRP1,HSPA5,FCER1G,DUSP5,CD59,PSMB9,GNAI2,C2,WAS,HSPA1A,EHD1,LTA4H,ITGAM,DOCK4,LGMN,CASP1,GNG2,USP15,GNAI3,APOC1,LAP3,PLAUR,IRF1,ADAM9,S100A13,RCE1,CTSC,JAK2,ERAP2,SH2B3,CASP4,GNB2,PRCP,TIMP2,CASP10,LIPA,SIRT6
DNA_repair	0.00138583307140612	0.0069291653570306	-0.424892589757806	-1.59135398135994	96	125	h.all	Cervical Cancer	POLR3C,POLR2D,APRT,BCAP31,ERCC1,ELL,POLR2C,NME1,GUK1,BOLA2,SF3A3,POLE4,BRF2,DGUOK,UMPS,RAD51,POLR2G,SUPT4H1,EDF1,PDE4B,GTF2F1,ADA,SAC3D1,ZNRD1,CLP1,TYMS,NUDT21,GTF2A2,SURF1,POLD1,CMPK2,ITPA,POLB,VPS28,MPG,GTF2B,ERCC3,RBX1,RALA,SEC61A1,SUPT5H,SSRP1,ZNF707,RNMT,POLR2H,RFC4,TARBP2,DDB1,GTF3C5,NT5C,GTF2H3,POLR2E,POLD4,FEN1,CETN2,TP53,TAF12,UPF3B,POLD3,ADRM1,POLR2I
Coagulation	0.00168921536721062	0.0076782516691392	-0.514069862726188	-1.69674851466612	108	56	h.all	Cervical Cancer	CLU,SERPINE1,RABIF,C1R,FN1,TIMP3,MMP14,SERPING1,PEF1,C1S,CSRP1,THBS1,BMP1,C2,PRSS23,LTA4H
TGF_beta_signaling	0.00243378668575519	0.00975821193247771	-0.555449307205954	-1.72285937068457	152	40	h.all	Cervical Cancer	RAB31,SERPINE1,SLC20A1,TGFBR1,FKBP1A,THBS1,FNTA,CDK9,TGIF1
Apical_junction	0.00253713510244421	0.00975821193247771	-0.446373481815654	-1.600833097808	171	92	h.all	Cervical Cancer	MYL12B,SHC1,ADAM15,RAC2,CAP1,ICAM1,ARPC2,MPZL1,STX4,ITGB4,PFN1,FSCN1,BMP1,HRAS,ITGB1,ACTN1,MSN,IKBKG,GNAI2,TSPAN4,CD86,SIRPA,GTF2F1,RRAS,MVD,ACTG1,PBX2,DHX16,ACTB,PARD6G,MAP4K2,ZYX,ACTN4
IL6_JAK_STAT3_signaling	0.00413117682712859	0.0147542029540307	-0.546801653973751	-1.67976699571101	258	38	h.all	Cervical Cancer	SOCS3,IL2RG,GRB2,CD14,PTPN2,CD44,STAT1,TLR2,BAK1,TNFRSF1A,STAT2,HAX1,IFNGR2,HMOX1,IRF9,IRF1
UV_response_up	0.00558954271378901	0.0186318090459634	-0.421543696034	-1.52635830296341	380	98	h.all	Cervical Cancer	CREG1,NFKBIA,AP2S1,PPT1,GLS,PRPF3,RHOB,ATF3,MMP14,ICAM1,TAP1,CDC34,BTG2,GRINA,BSG,SIGMAR1,STIP1,HNRNPU,HLA-F,FKBP4,DNAJA1,POLE3,BAK1,CYB5B,CLTB,CYB5R1,UROD,CNP,HMOX1,FOS,JUNB,RPN1,EIF5,IRF1,BID,NR4A1,DNAJB1,MGAT1,POLR2H,RFC4
Hypoxia	0.0087312097091052	0.0272850303409537	-0.402029752646586	-1.47384255169747	599	107	h.all	Cervical Cancer	CHST2,MT2A,SERPINE1,DUSP1,ATF3,S100A4,EFNA1,LOX,HSPA5,TPST2,NFIL3,SLC2A3,SCARB1,GAPDH,ILVBL,EXT1,KLF6,PFKL,GRHPR,AMPD3,MT1E,PPP1R15A,EFNA3,NAGK,HMOX1,JMJD6,GPC1,FOS,TPI1,ZFP36,PRDX5,PLIN2,PLAUR,ISG20,ENO1
Apoptosis	0.0111240535818288	0.0309001488384133	-0.398114856462567	-1.45733210779267	763	106	h.all	Cervical Cancer	CLU,DAP3,SLC20A1,LMNA,PPT1,RHOB,ATF3,TIMP3,CCND2,TAP1,BTG2,PSEN2,BCAP31,CD14,TSPO,IFITM3,CD44,MCL1,BAX,FDXR,DNAJA1,TXNIP,DNM1L,DFFA,GADD45B,HMOX1,CASP1,ANKH,PLCB2,F2R,ISG20,IRF1,BID,PEA15,CYLD,PPP2R5B,GNA15,CASP4,GPX1,TIMP2,GSN
MTORC1_signaling	0.0110415543855285	0.0309001488384133	-0.362454798240154	-1.40535949470112	798	166	h.all	Cervical Cancer	HSP90B1,PSMD14,SLC7A5,PSMD12,TXNRD1,PSMA3,PRDX1,BTG2,PSMG1,SERPINH1,CORO1A,TOMM40,NFKBIB,HSPE1,HSPA5,CACYBP,PNO1,STIP1,ATP6V1D,ITGB2,ACTR3,M6PR,NFIL3,DHCR7,SLC2A3,ARPC5L,PSMC4,GLA,UCHL5,FDXR,PITPNB,MCM2,IFI30,GAPDH,LTA4H,ADIPOR2,PFKL,CALR,CYB5B,HSPD1,PSMD13,PSMA4,CCNF,RRP9,PSMC6,PPP1R15A,ABCF2,LGMN,SLA,TPI1,RPN1,PSME3,GGA2,FGL2,ACACA,ENO1,HMGCS1,GSK3B,CTSC,PSMC2,NAMPT
Cholesterol_homeostasis	0.0144136883543598	0.0379307588272625	-0.461259490429545	-1.51817766583445	929	55	h.all	Cervical Cancer	CLU,FDPS,ATF5,HSD17B7,ATF3,S100A11,ETHE1,NSDHL,NFIL3,PMVK,DHCR7,MVD,ACTG1,LSS,LGMN,FASN,FBXO6,PLAUR,ANTXR2,HMGCS1
ROS_pathway	0.0226975468146872	0.056743867036718	-0.492429428125062	-1.51273628210538	1422	38	h.all	Cervical Cancer	PRDX6,ATOX1,TXNRD1,PRDX1,ABCC1,HMOX2,TXN,NDUFS2,EGLN2,FTL
Bile_acid_metabolism	0.0249338347959326	0.059366273323649	0.415955366558794	1.46268153011221	894	52	h.all	Cervical Cancer	SCP2,PEX1,IDH2,PEX13,ATXN1,CAT,ISOC1,ABCD3,CROT,ABCA5,SLC22A18,ACSL1,HSD17B4,GSTK1,PHYH,PEX26
P53_pathway	0.0412693472171133	0.0937939709479847	-0.348497474227757	-1.31829556566762	2916	135	h.all	Cervical Cancer	ATF3,CCND2,TAP1,BTG2,TRIAP1,ITGB4,S100A4,TRAFD1,DNTTIP2,S100A10,HRAS,LDHB,HBEGF,RPL36,BAX,FDXR,IFI30,PROCR,ADA,RHBDF2,TXNIP,NUDT15,AEN,VAMP8,BAK1,DEF6,STOM,UPP1,RPL18,SLC3A2,MXD4,PPP1R15A,MAPKAPK3,HMOX1,HDAC3,CASP1,CEBPA,HINT1,FOS,SERTAD3,SEC61A1,F2R,DGKA,RRP8,KLF4,NINJ1,BLCAP,PITPNC1,RXRA,PLK2,CYFIP2,BTG1,ABAT,GM2A,TP53,TGFB1,PLK3,MXD1,TAX1BP3,IRAK1,NOL8,RETSAT,CTSF
Unfolded_protein_response	0.049469964664311	0.107543401444154	-0.37085225827891	-1.33439594796026	3359	94	h.all	Cervical Cancer	CKS1B,SHC1,HSP90B1,SLC7A5,ATF3,NOP56,POP4,HSPA5,BANF1,EXOSC2,YIF1A,EIF2S1,PDIA5,EXOSC5,EIF4A1,DKC1,FUS,EXOSC4,LSM1,CALR,ATP6V0D1,CXXC1,NPM1,RRP9,ATF6,KHSRP,PARN
Adipogenesis	0.0569951805545855	0.116573562404951	0.298967924748529	1.24762130998103	1631	146	h.all	Cervical Cancer	PRDX3,CD302,NDUFA5,ACO2,SCP2,CPT2,ADCY6,CMPK1,IDH3A,G3BP2,MAP4K3,POR,CAT,DLAT,HADH,GHITM,TST,ATL2,CDKN2C,DBT,ITSN1,PPM1B,DHRS7B,PREB,SULT1A1,PHYH,ALDH2,CHUK,UQCR10,REEP5,ELMOD3
PI3K_AKT_MTOR_signaling	0.0582867812024754	0.116573562404951	-0.384688313382006	-1.3365333723164	3870	75	h.all	Cervical Cancer	CFL1,HSP90B1,IL2RG,ARHGDIA,GRB2,PFN1,CSNK2B,RALB,NFKBIB,HRAS,ACTR3,CDK4,AKT1S1,CALR,ARPC3,TNFRSF1A,STAT2,THEM4,MKNK1,SLA,UBE2N,TRAF2,PIN1,CAB39L,ACACA,GSK3B
Angiogenesis	0.067505306206968	0.129817896551861	-0.629925610833185	-1.44160979798446	3911	11	h.all	Cervical Cancer	CCND2,S100A4,ITGAV
Protein_secretion	0.0880508832218002	0.163057191151482	0.3276049088481	1.25338411197665	2920	82	h.all	Cervical Cancer	SCAMP1,ARFGEF2,SNAP23,USO1,ARFIP1,GOLGA4,COPB1,CLN5,CLCN3,SEC24D,MON2,RAB22A,ATP7A,AP3B1,TPD52,SEC31A,STX16,GBF1,SEC22B,GNAS,ARFGEF1,BET1,RAB5A,AP2B1,LAMP2,LMAN1,RAB2A,RER1,KIF1B,ARF1,ARCN1
G2M_checkpoint	0.106730397698814	0.18401792706692	-0.328034482808036	-1.22581957635115	7457	123	h.all	Cervical Cancer	MT2A,CKS1B,UCK2,SLC7A5,SNRPD1,ATF5,KPNA2,MYC,CHMP1A,CDK4,HNRNPU,MCM2,DKC1,RAD23B,E2F4,G3BP1,PML,SUV39H1,SS18,CCNF,DTYMK,SLC12A2,DR1,GINS2,KIF22,MTF2,NUP50,E2F3,HMGB3,CKS2,STMN1,NCL,SQLE,CBX1,CDC25A,TPX2,RACGAP1,PTTG1,UPF1
Peroxisome	0.103140582626192	0.18401792706692	0.336436879472709	1.24554448001822	3536	68	h.all	Cervical Cancer	SLC25A4,CTBP1,DLG4,SCP2,PEX2,DHRS3,IDH2,PEX13,ATXN1,CAT,ISOC1,ABCD3,IDE,ACSL1,MSH2,HSD17B4,GSTK1
Myogenesis	0.111126138310342	0.185210230517236	-0.35756541447433	-1.24956677040626	7394	78	h.all	Cervical Cancer	TPM3,CLU,CHRNB1,FDPS,MEF2D,PSEN2,ITGB4,KIFC3,ITGB1,HBEGF,AGRN
Oxidative_phosphorylation	0.136267800998705	0.219786775804364	0.266563821072107	1.14096295802807	3683	177	h.all	Cervical Cancer	ACADSB,PRDX3,ETFDH,NDUFA5,SLC25A4,ACO2,CPT1A,COX15,OGDH,NNT,HSPA9,ACAT1,CYCS,IDH3A,IDH2,POR,SDHD,CASP7,COX10,PDHX,DLAT,ATP1B1,HADHB,PDHA1
IL2_STAT5_signaling	0.144411936805149	0.225643651258046	-0.32928935924151	-1.19711769819523	9871	101	h.all	Cervical Cancer	UCK2,MAPKAPK2,PTRH2,ITGA6,GSTO1,RHOB,CCND2,MYC,PUS1,NOP2,GABARAPL1,GLIPR2,UMPS,IFITM3,CD44,NFIL3,SLC2A3,ITGAE,ITGAV,PHLDA1,CD86,CD83,SOCS2,ADAM19,KLF6,CAPG
KRAS_signaling_up	0.167115615821273	0.25320547851708	-0.350307594602136	-1.19746711484418	10980	68	h.all	Cervical Cancer	IL2RG,CCND2,FCER1G,RBM4,ITGB2,LAPTM5,HBEGF,WDR33,LAT2,LCP1,NIN,CMKLR1,PSMB8,PPP1R15A,CD37,GYPC,AMMECR1,ANKH,YRDC,CAB39L,PLAUR,JUP,KLF4,IL10RA
Estrogen_response_early	0.244823978426489	0.360035262391896	-0.311860719213229	-1.12043262849037	16613	93	h.all	Cervical Cancer	RAB31,FKBP5,SLC39A6,SLC7A5,MYC,NADSYN1,UNC119,CD44,AMFR,DHCR7,SLC16A1,GLA,NXT1,FKBP4,SCARB1,PRSS23,MICB
Fatty_acid_metabolism	0.27140405517066	0.387720078815229	0.270975977832485	1.07737693871725	8539	104	h.all	Cervical Cancer	SLC22A5,ETFDH,AUH,CRYZ,ACO2,CPT1A,CPT2,ALAD,UGDH,SUCLG2,SDHD,ENO2,HADH,EPHX1,HADHB,NBN,PDHA1,ACSL1
KRAS_signaling_dn	0.299300790908644	0.415695542928673	-0.394483826509603	-1.11738592208869	18277	26	h.all	Cervical Cancer	CHST2,BTG2,MX1,CLSTN3,LFNG,SYNPO
Hedgehog_signaling	0.308350918462656	0.416690430354941	-0.510663097922836	-1.13960724305703	17826	10	h.all	Cervical Cancer	CDK6,PML
UV_response_dn	0.327024869148653	0.430295880458754	0.282132783910018	1.05757091259767	11058	73	h.all	Cervical Cancer	ANXA4,INSIG1,AGGF1,SLC7A1,PRKCE,PIK3R3,ATXN1,DYRK1A,ADD3,NR1D2,PDLIM5,SLC22A18
Estrogen_response_late	0.463300441520728	0.593974925026574	-0.279452300812857	-0.99547463711892	31269	88	h.all	Cervical Cancer	RAB31,SNX10,FKBP5,SLC7A5,ETFB,CD44,AMFR,DHCR7,SLC16A1,GLA,NXT1,FKBP4,SCARB1,PRSS23,MICB
NOTCH_signaling	0.53231640990615	0.665395512382687	0.324853618619922	0.943196535859631	21042	22	h.all	Cervical Cancer	FZD1,CCND1,SAP30,FBXW11,PRKCA,PPARD,FZD5,TCF7L2,JAG1
WNT_beta_catenin_signaling	0.607609229258714	0.702148698816155	-0.316932949925936	-0.905072076994797	37130	27	h.all	Cervical Cancer	CCND2,MYC,PSEN2
Apical_surface	0.617890854958216	0.702148698816155	-0.358089918043775	-0.889803595296083	36525	15	h.all	Cervical Cancer	IL2RG,SULF2,ADIPOR2,CROCC,PLAUR,B4GALT1
Xenobiotic_metabolism	0.593828399397893	0.702148698816155	0.239443191632305	0.941517043256478	18935	97	h.all	Cervical Cancer	MCCC2,ETFDH,ACO2,SLC6A6,UGDH,ID2,POR,CAT,CROT,PDLIM5,EPHX1,GCH1,SAR1B,GSR,TMBIM6,SLC46A3,ACOX3,PAPSS2,ALDH2,AP4B1,ASL
Pancreas_beta_cells	0.6001469612212	0.702148698816155	0.376989124212937	0.886521769865739	25318	10	h.all	Cervical Cancer	LMO2,FOXO1,STXBP1,SPCS1,MAFB,SRP14,SRP9,ELP4,SEC11A,SRPRB
Heme_metabolism	0.651064537591484	0.723405041768315	0.227599748103848	0.928350237826174	19570	124	h.all	Cervical Cancer	SEC14L1,KAT2B,FN3K,CTNS,NNT,ALAD,RNF19A,EIF2AK1,TNRC6B,EPOR,LRP10,SLC30A1,TRAK2,CAT,CLCN3,BTRC,ARHGEF12,EPB41,MKRN1,RNF123,TMCC2,SLC6A8,ADD1,LMO2,TNS1,TMEM9B,HAGH
E2F_targets	0.691500450755015	0.751630924733712	-0.237360556771401	-0.902022955971831	49090	140	h.all	Cervical Cancer	CKS1B,RAN,TUBB,KPNA2,DCTPP1,MYC,NOP56,NME1,RANBP1,POLE4,TRIP13,CHEK2,EIF2S1,CDK4,MCM2,TK1,SNRPB,PRPS1,SUV39H1,NUDT21,NAP1L1,XRCC6,POLD1,EXOSC8,PA2G4,BRMS1L
Mitotic_spindle	0.721575055803571	0.767633038088906	0.218611512507384	0.910482506127724	20688	144	h.all	Cervical Cancer	LMNB1,CEP250,HDAC6,PCM1,PCGF5,RFC1,CNTROB,ARFIP2,ARHGEF12,PDLIM5,KNTC1,CEP57,PLEKHG2,WASL,EPB41,TAOK2,ARHGEF3,ITSN1,TUBGCP6,ARAP3,STAU1,SMC3,NUMA1,ABR,ARFGEF1,KIF5B,CCDC88A,AURKA,SASS6,PKD2,APC,NF1,TSC1,RHOT2,FGD4,RANBP9,PALLD,KIF1B,CSNK1D,LRPPRC,AKAP13
Androgen_response	0.818753243757569	0.852867962247468	0.227152527446766	0.831447008670324	28395	64	h.all	Cervical Cancer	IQGAP2,INSIG1,GPD1L,CCND1,SPCS3,HERC3,SEC24D,PDLIM5,STK39,TPD52,GSR
Glycolysis	0.858899740225576	0.876428306352629	0.209297599795444	0.85003107416667	26119	120	h.all	Cervical Cancer	GOT1,PFKP,PAXIP1,GMPPB,SAP30,GFPT1,ENO2,GALK2,IDUA,QSOX1,SLC35A3,GALE,GNE,KIF2A,IRS2,CAPN5,MPI,SLC37A4,GUSB,KDELR3,SRD5A3
Spermatogenesis	0.931360585723002	0.931360585723002	-0.229383484285259	-0.688636377461303	58006	34	h.all	Cervical Cancer	CSNK2A2,PSMG1
TNFA_signaling_via_NFKB	2.13324231499456e-05	0.000177770192916213	-0.615285031121305	-2.34701946463635	0	119	h.all	Colorectal Cancer	SLC2A3,KLF10,KLF4,ATP2B1,SIK1,LDLR,FOSL2,MXD1,PFKFB3,MCL1,BHLHE40,JAG1,PTGER4,KLF6,PER1,NR4A1,NFKBIA,PANX1,LITAF,EGR1,TIPARP,PLK2,TNFAIP8,MAFF,PDLIM5,TRIB1,DNAJB4,SMAD3,RHOB,DUSP5,B4GALT1,IFIH1,DUSP1,HBEGF,SERPINE1,BIRC2,PTPRE,PDE4B,GCH1,RCAN1,DENND5A,KLF2,KLF9,TNIP1,FOS,BTG2,ABCA1,NFIL3,SOCS3,ZFP36,FOSB,SERPINB8,IER2,PLAUR,FUT4
Hypoxia	2.12440516655336e-05	0.000177770192916213	-0.562455816087856	-2.11236866893608	0	107	h.all	Colorectal Cancer	SLC2A3,P4HA1,NDRG1,EXT1,BCL2,HSPA5,FOSL2,PFKFB3,BHLHE40,MT1E,KLF6,BNIP3L,STBD1,S100A4,LDHA,LOX,WSB1,ETS1,TIPARP,MAFF,ATP7A,KDELR3,ALDOC,SLC2A1,DUSP1,SERPINE1,LXN,ENO2,MT2A,ISG20,KDM3A,FOS,PAM,CCNG2,MXI1,UGP2,NFIL3,ZFP36,HMOX1,PLAUR,TES,ALDOA,GPC1,XPNPEP1,HDLBP,RORA,DDIT4,RBPJ,GBE1,BTG1,IDS,HEXA
Androgen_response	2.09113151126074e-05	0.000177770192916213	-0.628962140418313	-2.17268819530103	0	64	h.all	Colorectal Cancer	SLC26A2,NDRG1,HMGCS1,LMAN1,ITGAV,ARID5B,TNFAIP8,FKBP5,PDLIM5,MYL12A,APPBP2,INSIG1,HMGCR,CDK6,B4GALT1,ACSL3,VAPA,ZMIZ1,PIAS1,MAF,SEC24D,IQGAP2,XRCC6
EMT	2.09978162271124e-05	0.000177770192916213	-0.570661369303524	-1.99198609083026	0	68	h.all	Colorectal Cancer	TPM1,ITGAV,SGCB,LOX,CALU,ITGA5,RHOB,MCM7,SERPINE1,TPM4,ENO2,FN1,MYLK,SLC6A8,THBS1,FLNA,NID2,TAGLN,MATN2,QSOX1,BASP1,NOTCH2,FBN1,WIPF1,IL32,PLAUR,TPM2,PLOD1,GPC1,EMP3,SPARC,TIMP3,ITGB1,BMP1,SAT1,VCAN,PDGFRB,VIM,MMP14,IGFBP2,FSTL3
Inflammatory_response	2.10486434149319e-05	0.000177770192916213	-0.567064838691273	-2.03135840856669	0	79	h.all	Colorectal Cancer	SGMS2,PSEN1,ATP2B1,LDLR,MXD1,PTGER4,KLF6,NFKBIA,C5AR1,LYN,CD55,SRI,AHR,ITGA5,SLC31A2,HBEGF,SERPINE1,HIF1A,ACVR2A,P2RX4,PTPRE,PDE4B,GCH1,IL1R1,FZD5,BTG2,ABCA1,ATP2C1,EIF2AK2,ATP2A2,PLAUR,CYBB,SLC11A2,EMP3,SLC31A1,MYC,CD14,IL4R,GABBR1
