pos	callable_tn	callable_t
4693	3336	4539
4694	3347	4561
4695	3346	4564
4696	3352	4574
4697	3350	4580
4698	3348	4581
4699	3356	4588
4700	3362	4596
4701	3369	4604
4702	3373	4604
4703	3379	4613
4704	3385	4620
4705	3395	4626
4706	3399	4633
4707	3410	4645
4708	3417	4653
4709	3424	4653
4710	3427	4651
4711	3429	4660
4712	3426	4661
4713	3435	4665
4714	3435	4665
4715	3440	4672
4716	3444	4678
4717	3454	4689
4718	3462	4687
4719	3461	4686
4720	3464	4690
4721	3464	4693
4722	3467	4696
4723	3479	4706
4724	3488	4717
4725	3491	4720
4726	3497	4727
4727	3495	4736
4728	3498	4742
4729	3513	4758
4730	3515	4761
4731	3518	4763
4732	3525	4770
4733	3530	4775
4734	3531	4774
4735	3536	4778
4736	3531	4769
4737	3533	4772
4738	3529	4761
4739	3508	4739
4740	3469	4697
4741	3443	4665
4742	3422	4636
4743	3398	4620
4744	3374	4596
4745	3365	4579
4746	3342	4540
4747	3306	4500
4748	3280	4462
4749	3258	4431
4750	3248	4413
4751	3223	4384
4752	3204	4350
4753	3183	4323
4754	3156	4280
4755	3131	4252
4756	3094	4217
4757	3067	4183
4758	3060	4167
4759	3037	4137
4760	3004	4108
4761	2971	4075
4762	2955	4052
4763	2927	4015
4764	2902	3978
4765	2881	3954
4766	2858	3923
4767	2848	3916
4768	2841	3893
4769	2826	3885
4770	2836	3883
4771	2856	3902
4772	2870	3915
4773	2903	3930
4774	2923	3952
4775	2937	3963
4776	2972	3992
4777	2997	4009
4778	3024	4035
4779	3051	4053
4780	3080	4078
4781	3088	4099
4782	3112	4126
4783	3137	4135
4784	3168	4180
4785	3205	4221
4786	3218	4240
4787	3233	4260
4788	3259	4282
4789	3288	4317
4790	3307	4340
4791	3329	4363
4792	3369	4417
4793	3399	4460
4794	3438	4492
4795	3486	4542
4796	3520	4575
4797	3540	4607
4798	3563	4635
4799	3583	4674
4800	3596	4704
4801	3614	4727
4802	3631	4753
4803	3657	4790
4804	3675	4812
4805	3701	4842
4806	3722	4865
4807	3754	4898
4808	3786	4931
4809	3805	4962
4810	3833	4989
4811	3850	5022
4812	3876	5045
4813	3905	5074
4814	3924	5096
4815	3954	5133
4816	3990	5175
4817	4017	5209
4818	4049	5241
4819	4075	5267
4820	4094	5293
4821	4115	5317
4822	4144	5349
4823	4159	5377
4824	4193	5405
4825	4217	5432
4826	4242	5460
4827	4288	5496
4828	4307	5526
4829	4321	5546
4830	4340	5563
4831	4363	5602
4832	4388	5650
4833	4404	5678
4834	4441	5728
4835	4469	5764
4836	4489	5791
4837	4514	5823
4838	4534	5844
4839	4560	5877
4840	4572	5900
4841	4594	5932
4842	4606	5957
4843	4631	5979
4844	4647	5997
4845	4666	6017
4846	4677	6030
4847	4702	6067
4848	4717	6091
4849	4730	6106
4850	4752	6134
4851	4775	6164
4852	4791	6177
4853	4806	6198
4854	4823	6215
4855	4834	6231
4856	4855	6250
4857	4869	6267
4858	4872	6269
4859	4882	6278
4860	4882	6279
4861	4885	6268
4862	4873	6253
4863	4877	6265
4864	4873	6261
4865	4878	6261
4866	4880	6261
4867	4875	6255
4868	4878	6259
4869	4882	6259
4870	4879	6247
4871	4890	6251
4872	4898	6258
4873	4886	6260
4874	4892	6261
4875	4893	6254
4876	4887	6260
4877	4883	6252
4878	4884	6247
4879	4897	6262
4880	4899	6265
4881	4912	6270
4882	4921	6274
4883	4919	6271
4884	4912	6273
4885	4911	6281
4886	4916	6295
4887	4913	6286
4888	4915	6292
4889	4919	6303
4890	4925	6302
4891	4930	6309
4892	4943	6299
4893	4946	6296
4894	4950	6293
4895	4959	6301
4896	4955	6295
4897	4947	6298
4898	4958	6300
4899	4957	6296
4900	4954	6296
4901	4956	6300
4902	4961	6299
4903	4961	6287
4904	4968	6291
4905	4969	6297
4906	4977	6309
4907	4974	6309
4908	4985	6314
4909	4994	6319
4910	4995	6322
4911	4990	6322
4912	4982	6308
4913	4992	6317
4914	5001	6329
4915	4991	6317
4916	4991	6314
4917	4989	6306
4918	5003	6322
4919	4999	6320
4920	4996	6321
4921	4999	6331
4922	4995	6337
4923	4977	6307
4924	4981	6299
4925	4985	6299
4926	4991	6298
4927	4976	6300
4928	4975	6305
4929	4971	6313
4930	4961	6310
4931	4962	6310
4932	4972	6315
4933	4962	6309
4934	4959	6299
4935	4968	6309
4936	4969	6301
4937	4965	6303
4938	4955	6298
4939	4950	6301
4940	4943	6284
4941	4943	6276
4942	4940	6269
4943	4953	6267
4944	4957	6268
4945	4963	6278
4946	4955	6281
4947	4954	6273
4948	4944	6252
4949	4942	6246
4950	4946	6247
4951	4934	6244
4952	4930	6235
4953	4933	6241
4954	4943	6249
4955	4946	6261
4956	4947	6260
4957	4945	6251
4958	4942	6242
4959	4948	6245
4960	4959	6240
4961	4951	6224
4962	4941	6216
4963	4935	6201
4964	4952	6210
4965	4940	6205
4966	4934	6195
4967	4944	6192
4968	4949	6198
4969	4956	6197
4970	4952	6192
4971	4943	6187
4972	4936	6180
4973	4938	6181
4974	4944	6181
4975	4930	6162
4976	4918	6151
4977	4922	6159
4978	4920	6158
4979	4918	6154
4980	4915	6146
4981	4919	6146
4982	4915	6135
4983	4910	6135
4984	4911	6140
4985	4915	6132
4986	4914	6135
4987	4909	6129
4988	4912	6146
4989	4911	6146
4990	4895	6125
4991	4901	6124
4992	4908	6120
4993	4895	6107
4994	4889	6104
4995	4885	6096
4996	4883	6093
4997	4890	6095
4998	4884	6092
4999	4884	6090
5000	4885	6088
5001	4884	6093
5002	4880	6087
5003	4883	6086
5004	4877	6076
5005	4877	6074
5006	4874	6071
5007	4879	6062
5008	4872	6069
5009	4868	6064
5010	4853	6052
5011	4856	6041
5012	4855	6031
5013	4860	6042
5014	4848	6038
5015	4843	6037
5016	4848	6036
5017	4842	6019
5018	4838	6009
5019	4839	6006
5020	4846	6009
5021	4836	6007
5022	4842	6008
5023	4840	6005
5024	4844	6010
5025	4846	6020
5026	4835	6013
5027	4831	6011
5028	4825	6009
5029	4824	6015
5030	4815	6003
5031	4815	6000
5032	4813	5991
5033	4806	5998
5034	4806	6001
5035	4812	6003
5036	4804	6001
5037	4800	5990
5038	4790	5977
5039	4786	5968
5040	4771	5939
5041	4761	5931
5042	4753	5917
5043	4739	5902
5044	4729	5887
5045	4716	5878
5046	4705	5867
5047	4695	5854
5048	4684	5841
5049	4678	5835
5050	4658	5817
5051	4654	5813
5052	4649	5811
5053	4647	5795
5054	4644	5788
5055	4635	5773
5056	4629	5762
5057	4628	5758
5058	4617	5747
5059	4615	5730
5060	4614	5722
5061	4611	5706
5062	4607	5694
5063	4600	5691
5064	4587	5667
5065	4575	5654
5066	4575	5651
5067	4555	5632
5068	4548	5617
5069	4525	5585
5070	4529	5579
5071	4532	5582
5072	4529	5576
5073	4514	5557
5074	4513	5558
5075	4518	5555
5076	4526	5560
5077	4520	5548
5078	4506	5536
5079	4504	5530
5080	4501	5516
5081	4494	5514
5082	4497	5508
5083	4496	5503
5084	4504	5501
5085	4505	5499
5086	4514	5496
5087	4515	5510
5088	4516	5510
5089	4503	5507
5090	4507	5515
5091	4513	5517
5092	4522	5524
5093	4522	5532
5094	4539	5551
5095	4547	5563
5096	4561	5575
5097	4570	5578
5098	4579	5594
5099	4597	5622
5100	4624	5642
5101	4642	5670
5102	4643	5670
5103	4664	5693
5104	4678	5706
5105	4680	5712
5106	4690	5728
5107	4718	5769
5108	4725	5777
5109	4735	5803
5110	4741	5820
5111	4745	5837
5112	4750	5856
5113	4774	5882
5114	4781	5898
5115	4793	5918
5116	4807	5936
5117	4818	5947
5118	4822	5964
5119	4825	5976
5120	4837	5992
5121	4853	6020
5122	4872	6051
5123	4891	6066
5124	4896	6080
5125	4910	6106
5126	4928	6137
5127	4932	6154
5128	4944	6167
5129	4950	6180
5130	4954	6187
5131	4970	6214
5132	4987	6242
5133	5002	6270
5134	5032	6305
5135	5053	6342
5136	5069	6391
5137	5085	6415
5138	5107	6442
5139	5120	6462
5140	5138	6493
5141	5161	6513
5142	5180	6538
5143	5203	6550
5144	5210	6553
5145	5213	6553
5146	5220	6559
5147	5223	6560
5148	5226	6564
5149	5232	6563
5150	5231	6558
5151	5222	6548
5152	5204	6529
5153	5201	6520
5154	5200	6516
5155	5192	6504
5156	5182	6495
5157	5170	6486
5158	5169	6478
5159	5164	6466
5160	5152	6457
5161	5147	6458
5162	5144	6452
5163	5133	6434
5164	5131	6429
5165	5131	6419
5166	5136	6413
5167	5131	6401
5168	5130	6392
5169	5105	6365
5170	5087	6335
5171	5073	6313
5172	5058	6291
5173	5056	6279
5174	5047	6252
5175	5034	6229
5176	5022	6201
5177	5015	6189
5178	5018	6179
5179	5009	6162
5180	4992	6149
5181	4987	6114
5182	4983	6099
5183	4965	6060
5184	4953	6043
5185	4935	6025
5186	4921	6002
5187	4923	5993
5188	4917	5982
5189	4903	5959
5190	4904	5954
5191	4904	5952
5192	4903	5941
5193	4906	5931
5194	4900	5916
5195	4899	5916
5196	4885	5902
5197	4877	5885
5198	4878	5867
5199	4879	5860
5200	4872	5847
5201	4869	5840
5202	4851	5818
5203	4839	5797
5204	4829	5789
5205	4829	5771
5206	4827	5768
5207	4823	5744
5208	4820	5719
5209	4807	5708
5210	4796	5693
5211	4796	5679
5212	4789	5662
5213	4773	5644
5214	4761	5627
5215	4747	5607
5216	4737	5580
5217	4732	5572
5218	4733	5566
5219	4731	5563
5220	4724	5560
5221	4721	5563
5222	4716	5557
5223	4734	5573
5224	4735	5567
5225	4741	5572
5226	4742	5571
5227	4748	5573
5228	4747	5574
5229	4752	5578
5230	4751	5573
5231	4749	5572
5232	4762	5581
5233	4773	5585
5234	4777	5585
5235	4784	5596
5236	4766	5589
5237	4775	5599
5238	4793	5615
5239	4795	5625
5240	4792	5619
5241	4797	5621
5242	4795	5627
5243	4806	5623
5244	4813	5616
5245	4815	5614
5246	4826	5628
5247	4826	5636
5248	4833	5648
5249	4839	5666
5250	4850	5685
5251	4855	5696
5252	4871	5717
5253	4880	5738
5254	4890	5748
5255	4902	5758
5256	4915	5777
5257	4929	5807
5258	4941	5827
5259	4942	5854
5260	4947	5866
5261	4953	5885
5262	4960	5894
5263	4978	5913
5264	4991	5937
5265	5005	5955
5266	5012	5971
5267	5023	5994
5268	5035	6015
5269	5045	6043
5270	5055	6068
5271	5065	6094
5272	5079	6111
5273	5084	6119
5274	5097	6138
5275	5106	6159
5276	5123	6184
5277	5125	6196
5278	5135	6210
5279	5147	6226
5280	5166	6256
5281	5178	6293
5282	5182	6308
5283	5194	6325
5284	5209	6354
5285	5225	6395
5286	5250	6419
5287	5263	6437
5288	5281	6460
5289	5294	6484
5290	5311	6512
5291	5343	6558
5292	5353	6586
5293	5379	6628
5294	5398	6670
5295	5427	6723
5296	5453	6758
5297	5479	6797
5298	5493	6832
5299	5547	6886
5300	5578	6915
5301	5606	6941
5302	5654	6992
5303	5691	7036
5304	5735	7084
5305	5762	7120
5306	5777	7140
5307	5805	7164
5308	5816	7183
5309	5836	7201
5310	5849	7219
5311	5874	7240
5312	5890	7264
5313	5916	7279
5314	5946	7305
5315	5994	7352
5316	6031	7393
5317	6065	7428
5318	6089	7454
5319	6111	7473
5320	6139	7494
5321	6165	7514
5322	6169	7521
5323	6200	7538
5324	6210	7549
5325	6221	7561
5326	6236	7562
5327	6229	7555
5328	6223	7546
5329	6227	7548
5330	6222	7535
5331	6222	7531
5332	6206	7528
5333	6192	7517
5334	6204	7526
5335	6211	7529
5336	6221	7537
5337	6227	7535
5338	6222	7534
5339	6211	7524
5340	6195	7508
5341	6203	7526
5342	6212	7528
5343	6212	7532
5344	6212	7533
5345	6211	7537
5346	6204	7520
5347	6207	7533
5348	6216	7534
5349	6213	7535
5350	6198	7529
5351	6180	7521
5352	6180	7524
5353	6184	7519
5354	6181	7521
5355	6162	7499
5356	6152	7488
5357	6133	7476
5358	6121	7467
5359	6100	7442
5360	6089	7447
5361	6090	7445
5362	6097	7441
5363	6095	7444
5364	6118	7449
5365	6121	7453
5366	6103	7439
5367	6104	7435
5368	6088	7422
5369	6077	7412
5370	6060	7405
5371	6050	7397
5372	6039	7388
5373	6030	7380
5374	6023	7368
5375	6006	7353
5376	5993	7340
5377	5981	7329
5378	5966	7314
5379	5964	7311
5380	5957	7304
5381	5965	7314
5382	5962	7316
5383	5973	7316
5384	5971	7310
5385	5972	7306
5386	5970	7308
5387	5975	7295
5388	5951	7279
5389	5939	7271
5390	5921	7251
5391	5912	7239
5392	5912	7236
5393	5897	7216
5394	5887	7203
5395	5885	7206
5396	5876	7196
5397	5867	7190
5398	5862	7188
5399	5824	7165
5400	5802	7154
5401	5798	7154
5402	5791	7145
5403	5787	7142
5404	5784	7144
5405	5776	7127
5406	5776	7119
5407	5770	7126
5408	5767	7124
5409	5762	7119
5410	5762	7111
5411	5759	7103
5412	5761	7109
5413	5759	7090
5414	5759	7090
5415	5756	7088
5416	5764	7093
5417	5762	7096
5418	5757	7093
5419	5767	7095
5420	5758	7095
5421	5772	7096
5422	5761	7086
5423	5759	7088
5424	5751	7085
5425	5744	7080
5426	5746	7077
5427	5749	7078
5428	5741	7070
5429	5740	7071
5430	5735	7071
5431	5738	7067
5432	5765	7088
5433	5773	7095
5434	5777	7107
5435	5772	7104
5436	5797	7120
5437	5788	7113
5438	5796	7103
5439	5795	7094
5440	5776	7071
5441	5783	7081
5442	5786	7081
5443	5800	7095
5444	5803	7113
5445	5809	7113
5446	5814	7131
5447	5827	7144
5448	5839	7156
5449	5848	7157
5450	5843	7155
5451	5846	7157
5452	5836	7144
5453	5843	7160
5454	5838	7154
5455	5825	7149
5456	5819	7141
5457	5813	7149
5458	5814	7147
5459	5838	7176
5460	5847	7181
5461	5847	7191
5462	5845	7189
5463	5845	7189
5464	5847	7186
5465	5840	7184
5466	5841	7177
5467	5861	7180
5468	5855	7173
5469	5856	7164
5470	5853	7163
5471	5843	7153
5472	5840	7155
5473	5818	7138
5474	5814	7119
5475	5804	7110
5476	5794	7101
5477	5782	7092
5478	5763	7073
5479	5747	7046
5480	5731	7033
5481	5728	7022
5482	5718	7017
5483	5707	7006
5484	5697	7001
5485	5703	7000
5486	5690	6986
5487	5687	6984
5488	5683	6975
5489	5672	6969
5490	5649	6939
5491	5625	6917
5492	5602	6883
5493	5588	6855
5494	5560	6823
5495	5540	6793
5496	5522	6766
5497	5503	6724
5498	5474	6689
5499	5461	6673
5500	5442	6647
5501	5430	6628
5502	5416	6601
5503	5407	6584
5504	5390	6562
5505	5375	6533
5506	5362	6519
5507	5343	6494
5508	5324	6476
5509	5312	6462
5510	5306	6448
5511	5288	6421
5512	5283	6412
5513	5268	6391
5514	5261	6384
5515	5254	6371
5516	5251	6372
5517	5249	6354
5518	5241	6341
5519	5227	6328
5520	5228	6329
5521	5219	6314
5522	5207	6297
5523	5205	6286
5524	5202	6275
5525	5203	6262
5526	5199	6251
5527	5201	6252
5528	5204	6255
5529	5199	6242
5530	5201	6253
5531	5206	6251
5532	5202	6243
5533	5207	6241
5534	5210	6240
5535	5216	6245
5536	5211	6242
5537	5209	6243
5538	5207	6243
5539	5202	6225
5540	5197	6213
5541	5195	6219
5542	5201	6243
5543	5198	6232
5544	5195	6227
5545	5205	6230
5546	5200	6226
5547	5194	6226
5548	5190	6223
5549	5189	6221
5550	5190	6226
5551	5191	6224
5552	5194	6221
5553	5191	6221
5554	5192	6208
5555	5187	6196
5556	5190	6193
5557	5190	6186
5558	5196	6190
5559	5191	6190
5560	5186	6186
5561	5184	6192
5562	5181	6187
5563	5179	6179
5564	5181	6185
5565	5186	6182
5566	5185	6186
5567	5185	6193
5568	5187	6197
5569	5188	6204
5570	5195	6215
5571	5198	6223
5572	5205	6237
5573	5213	6248
5574	5221	6259
5575	5218	6263
5576	5221	6268
5577	5226	6273
5578	5225	6277
5579	5230	6281
5587	5200	6211
5588	5203	6204
5589	5199	6187
5590	5194	6175
5591	5190	6172
5592	5188	6155
5593	5187	6148
5594	5177	6131
5595	5166	6115
5596	5158	6104
5597	5154	6091
5598	5149	6077
5599	5147	6067
5600	5133	6049
5601	5125	6030
5602	5115	6014
5603	5107	6006
5604	5100	5987
5605	5088	5970
5606	5079	5948
5607	5073	5927
5608	5067	5911
5609	5057	5884
5610	5047	5871
5611	5038	5854
5612	5027	5840
5613	5021	5829
5614	5011	5815
5615	4996	5798
5616	4996	5790
5617	4993	5775
5618	4988	5757
5619	4985	5748
5620	4982	5737
5621	4972	5720
5622	4958	5698
5623	4953	5686
5624	4942	5670
5625	4932	5653
5626	4920	5638
5627	4916	5629
5628	4917	5621
5629	4907	5599
5630	4900	5582
5631	4892	5565
5632	4884	5556
5633	4874	5543
5634	4860	5528
5635	4852	5514
5636	4847	5507
5637	4834	5489
5638	4823	5475
5639	4820	5467
5640	4808	5439
5641	4799	5423
5642	4788	5407
5643	4774	5389
5644	4760	5366
5645	4758	5346
5646	4753	5333
5647	4750	5324
5648	4743	5310
5649	4737	5302
5650	4726	5285
5651	4718	5278
5652	4703	5261
5653	4694	5251
5654	4691	5246
5655	4680	5233
5657	4679	5222
5658	4671	5216
5659	4668	5213
5660	4665	5211
5661	4668	5216
5662	4663	5214
5663	4664	5211
5664	4659	5210
5665	4659	5210
5666	4657	5200
5667	4647	5197
5668	4639	5184
5669	4629	5172
5670	4626	5164
5671	4616	5158
5672	4612	5154
5673	4602	5150
5674	4593	5146
5675	4581	5134
5676	4577	5128
5677	4577	5123
5678	4572	5124
5679	4564	5120
5680	4565	5120
5681	4561	5117
5682	4556	5113
5683	4554	5110
5684	4553	5110
5685	4552	5106
5686	4551	5104
5687	4546	5108
5688	4539	5102
5689	4540	5095
5690	4536	5087
5691	4536	5087
5692	4534	5085
5693	4532	5087
5694	4530	5083
5695	4528	5084
5696	4524	5083
5697	4520	5075
5698	4514	5076
5699	4514	5076
5700	4511	5075
5701	4503	5068
5702	4497	5064
5703	4496	5062
5704	4495	5065
5705	4495	5064
5706	4494	5065
5707	4494	5061
5708	4489	5060
5709	4488	5052
5710	4487	5053
5711	4483	5053
5712	4487	5059
5713	4482	5060
5714	4479	5058
5715	4488	5060
5716	4491	5063
5717	4485	5057
5718	4475	5049
5719	4476	5050
5720	4474	5041
5721	4471	5043
5722	4469	5037
5723	4472	5044
5724	4472	5042
5725	4472	5049
5726	4477	5050
5727	4478	5062
5728	4479	5063
5729	4477	5062
5761	4697	5387
5762	4708	5404
5763	4723	5428
5764	4737	5456
5765	4735	5463
5766	4750	5490
5767	4759	5510
5768	4762	5521
5769	4782	5540
5770	4799	5567
5771	4809	5587
5772	4815	5601
5773	4825	5613
5774	4832	5627
5775	4846	5642
5776	4855	5660
5777	4863	5685
5778	4885	5709
5779	4891	5725
5780	4904	5748
5781	4908	5761
5782	4914	5776
5783	4919	5794
5784	4930	5813
5785	4935	5827
5786	4949	5834
5787	4959	5847
5788	4971	5853
5789	4979	5872
5790	4984	5894
5791	4995	5907
5792	5000	5926
5793	5008	5930
5794	5011	5938
5795	5020	5958
5796	5023	5972
5797	5028	5987
5798	5030	6005
5799	5042	6022
5800	5046	6031
5801	5052	6036
5802	5065	6049
5803	5077	6059
5804	5089	6083
5805	5101	6092
5806	5106	6103
5807	5116	6117
5808	5122	6137
5809	5128	6147
5810	5131	6156
5811	5139	6164
5812	5144	6175
5813	5147	6191
5814	5159	6210
5815	5167	6217
5816	5178	6237
5817	5184	6254
5818	5193	6264
5819	5208	6285
5820	5228	6315
5821	5232	6325
5822	5240	6337
5823	5242	6337
5824	5250	6342
5825	5256	6356
5826	5259	6360
5827	5250	6354
5828	5251	6362
5829	5258	6370
5830	5264	6383
5831	5270	6380
5832	5271	6392
5833	5274	6400
5834	5279	6411
5835	5287	6425
5836	5291	6427
5837	5293	6425
5838	5288	6411
5839	5286	6403
5840	5278	6398
5841	5273	6390
5842	5263	6373
5843	5261	6374
5844	5260	6370
5845	5256	6355
5846	5249	6338
5847	5246	6329
5848	5236	6312
5849	5232	6304
5850	5233	6299
5851	5227	6288
5852	5218	6276
5853	5204	6255
5854	5197	6241
5855	5190	6229
5856	5180	6216
5857	5172	6202
5858	5170	6193
5859	5163	6182
5860	5158	6167
5861	5144	6158
5862	5146	6157
5863	5145	6146
5864	5138	6135
5865	5133	6119
5866	5128	6107
5867	5125	6100
5868	5114	6087
5869	5110	6072
5870	5105	6059
5871	5101	6043
5872	5098	6041
5873	5086	6029
5874	5074	6021
5875	5070	6004
5876	5069	5998
5877	5064	5987
5878	5061	5976
5879	5058	5960
5880	5055	5948
5881	5050	5940
5882	5052	5935
5883	5051	5929
5884	5040	5915
5885	5030	5906
5886	5029	5892
5887	5025	5885
5888	5018	5868
5889	5005	5857
5890	5001	5846
5891	4999	5836
5904	4898	5633
5905	4884	5617
5906	4873	5596
5907	4852	5568
5908	4842	5563
5909	4828	5542
5910	4824	5527
5911	4820	5520
5912	4815	5507
5913	4805	5506
5914	4811	5515
5915	4813	5516
5916	4807	5512
5917	4804	5507
5918	4803	5508
5919	4800	5503
5920	4794	5500
5921	4795	5508
5922	4795	5515
5923	4790	5511
5924	4781	5505
5925	4777	5510
5926	4780	5511
5927	4778	5504
5928	4785	5507
5929	4786	5504
5930	4779	5499
5931	4780	5501
5932	4777	5501
5933	4766	5495
5934	4767	5495
5935	4761	5492
5936	4759	5486
5937	4758	5483
5938	4761	5486
5939	4765	5489
5940	4768	5493
5941	4771	5495
5942	4767	5490
5943	4762	5487
5944	4761	5488
5945	4765	5484
5946	4764	5480
5947	4770	5489
5948	4777	5499
5949	4786	5515
5950	4788	5528
5951	4803	5556
5952	4808	5578
5953	4818	5589
5954	4832	5605
5955	4843	5639
5956	4851	5655
5957	4861	5667
5958	4874	5705
5959	4886	5733
5960	4903	5762
5961	4913	5776
5962	4920	5791
5963	4934	5819
5964	4944	5834
5965	4958	5862
5966	4963	5893
5967	4967	5921
5968	4982	5943
5969	4990	5982
5970	5004	6007
5971	5019	6030
5972	5032	6067
5973	5046	6087
5974	5075	6131
5975	5090	6156
5976	5099	6176
5977	5109	6188
5978	5118	6202
5979	5127	6222
5980	5155	6250
5981	5153	6257
5982	5160	6268
5983	5176	6285
5984	5175	6295
5985	5182	6308
5986	5200	6326
5987	5218	6354
5988	5228	6376
5989	5242	6392
5990	5252	6395
5991	5261	6422
5992	5277	6448
5993	5295	6471
5994	5308	6485
5995	5318	6505
5996	5321	6519
5997	5337	6543
5998	5351	6561
5999	5361	6586
6000	5363	6601
6001	5374	6614
6002	5394	6634
6003	5401	6647
6004	5420	6679
6005	5428	6684
6006	5437	6696
6007	5446	6712
6008	5459	6733
6009	5471	6748
6010	5492	6778
6011	5502	6787
6012	5512	6801
6013	5522	6815
6014	5533	6842
6015	5551	6876
6016	5563	6889
6017	5572	6904
6018	5576	6914
6019	5591	6927
6020	5601	6943
6021	5606	6949
6022	5604	6949
6023	5603	6944
6024	5604	6939
6025	5598	6931
6026	5586	6921
6027	5576	6902
6028	5565	6883
6029	5547	6869
6030	5539	6859
6031	5514	6837
6032	5504	6819
6033	5500	6806
6034	5486	6782
6035	5466	6756
6036	5459	6740
6037	5448	6717
6038	5427	6694
6039	5406	6672
6040	5388	6652
6041	5379	6627
6042	5362	6607
6043	5340	6584
6044	5315	6556
6045	5295	6534
6046	5276	6510
6047	5260	6485
6048	5240	6440
6049	5222	6422
6050	5201	6391
6051	5183	6364
6052	5167	6354
6053	5156	6334
6054	5139	6313
6055	5125	6304
6056	5110	6288
6057	5090	6261
6058	5085	6249
6059	5077	6236
6060	5068	6228
6061	5054	6206
6062	5044	6197
6063	5022	6172
6064	5005	6136
6065	4991	6110
6066	4982	6095
6067	4968	6078
6068	4948	6060
6069	4934	6033
6070	4923	6016
6071	4907	5993
6072	4883	5964
6073	4867	5938
6074	4849	5911
6075	4822	5870
6076	4817	5845
6077	4804	5829
6078	4784	5799
6079	4781	5783
6080	4744	5747
6081	4727	5721
6082	4711	5704
6083	4688	5681
6084	4671	5661
6085	4668	5636
6086	4636	5597
6087	4618	5561
6088	4610	5544
6089	4589	5520
6090	4558	5485
6091	4537	5455
6092	4521	5427
6093	4497	5404
6094	4473	5376
6095	4450	5356
6096	4419	5312
6097	4418	5313
6098	4409	5302
6099	4394	5296
6100	4388	5293
6101	4374	5283
6102	4358	5283
6103	4338	5278
6104	4329	5275
6105	4304	5252
6106	4278	5243
6107	4271	5233
6108	4254	5216
6109	4233	5204
6110	4212	5182
6111	4206	5175
6112	4185	5171
6113	4170	5161
6114	4160	5153
6115	4146	5156
6116	4125	5141
6117	4122	5145
6118	4098	5130
6119	4092	5127
6120	4079	5118
6121	4077	5119
6122	4092	5130
6123	4085	5131
6124	4077	5127
6125	4103	5137
6126	4107	5138
6127	4121	5151
6128	4139	5165
6129	4140	5160
6130	4148	5162
6131	4159	5177
6132	4158	5173
6133	4152	5173
6134	4159	5186
6135	4169	5194
6136	4174	5189
6137	4165	5189
6138	4167	5189
6139	4173	5196
6140	4180	5208
6141	4180	5205
6142	4188	5222
6143	4203	5235
6144	4202	5230
6145	4201	5236
6146	4208	5251
6147	4222	5266
6148	4237	5276
6149	4242	5288
6150	4238	5291
6151	4256	5315
6152	4265	5334
6153	4277	5362
6154	4297	5379
6155	4305	5384
6156	4320	5411
6157	4326	5428
6158	4331	5448
6159	4348	5465
6160	4356	5487
6161	4374	5498
6162	4394	5520
6163	4399	5539
6164	4418	5557
6165	4419	5564
6166	4432	5601
6167	4445	5617
6168	4455	5641
6169	4470	5663
6170	4490	5692
6171	4500	5705
6172	4528	5728
6173	4542	5751
6174	4560	5778
6175	4576	5796
6176	4575	5810
6177	4587	5839
6178	4608	5860
6179	4608	5861
6180	4620	5879
6181	4624	5918
6182	4631	5934
6183	4650	5954
6184	4659	5966
6185	4664	5979
6186	4679	6000
6187	4696	6029
6188	4713	6049
6189	4728	6070
6190	4740	6090
6191	4748	6106
6192	4762	6132
6193	4789	6156
6194	4801	6167
6195	4807	6186
6196	4824	6206
6197	4834	6218
6198	4844	6243
6199	4865	6261
6200	4883	6275
6201	4880	6279
6202	4893	6302
6203	4906	6319
6204	4917	6329
6205	4923	6351
6206	4952	6378
6207	4964	6396
6208	4985	6426
6209	5008	6452
6210	5017	6475
6211	5031	6501
6212	5047	6522
6213	5074	6551
6214	5086	6569
6215	5088	6577
6216	5099	6596
6217	5115	6613
6218	5135	6643
6219	5147	6673
6220	5175	6693
6221	5184	6710
6222	5199	6725
6223	5223	6739
6224	5225	6752
6225	5227	6754
6226	5228	6772
6227	5226	6779
6228	5239	6783
6229	5240	6786
6230	5246	6794
6231	5247	6795
6232	5240	6794
6233	5248	6802
6234	5252	6801
6235	5254	6806
6236	5254	6814
6237	5259	6820
6238	5258	6829
6239	5257	6834
6240	5264	6838
6241	5263	6847
6242	5251	6834
6243	5252	6837
6244	5269	6847
6245	5269	6853
6246	5270	6852
6247	5264	6866
6248	5245	6861
6249	5239	6852
6250	5247	6854
6251	5247	6852
6252	5235	6834
6253	5240	6848
6254	5236	6839
6255	5241	6842
6256	5241	6838
6257	5241	6839
6258	5240	6839
6259	5234	6838
6260	5231	6840
6261	5218	6838
6262	5219	6847
6263	5211	6834
6264	5210	6824
6265	5203	6818
6266	5187	6797
6267	5185	6789
6268	5179	6794
6269	5178	6784
6270	5176	6781
6271	5168	6771
6272	5166	6772
6273	5145	6764
6274	5143	6761
6275	5134	6746
6276	5131	6740
6277	5127	6740
6278	5121	6747
6279	5107	6739
6280	5102	6732
6281	5083	6726
6282	5082	6724
6283	5079	6725
6284	5067	6703
6285	5066	6698
6286	5074	6702
6287	5083	6712
6288	5072	6699
6289	5063	6689
6290	5073	6695
6291	5069	6687
6292	5066	6678
6293	5062	6674
6294	5068	6677
6295	5066	6664
6296	5068	6659
6297	5042	6650
